interest 0 - 1 
0	0.2009872488863532
1	0.61504608923292
2	0.1996523735770252
3	0.4383272722867315
4	0.6087270186338345
5	0.5669834893848469
6	0.336864990422654
7	0.5015975968136196
8	0.30137873504944623
9	0.3270261580135549
10	0.23804896037106113
11	0.4017213226811394
12	0.20579807271398592
13	0.4313772872805362
14	0.35073680233456395
15	0.37250361580390184
16	0.2029966542908803
17	0.3878717677797251
18	0.4916680593613491
19	0.47785538439987224
20	0.39676639149794807
21	0.2833775332439424
22	0.25692113809363837
23	0.37802325673776666
24	0.24525444354013903
25	0.3953137376619309
26	0.3697422340879076
27	0.3550719075083351
28	0.2562237789307773
29	0.24316407800791867
30	0.33918710111738287
31	0.47544101931135835
32	0.5103309800232907
33	0.30320250409815874
34	0.43189703126404017
35	0.39476667674990823
36	0.29694775308479476
37	0.21642231981329993
38	0.4824252876037235
39	0.28208432795422805
40	0.44843405196803415
41	0.2620905636068669
42	0.28056201551074594
43	0.4779427920968343
44	0.4695937152274642
45	0.23436282604712802
46	0.5941629156371508
47	0.22060391592890044
48	0.4763774467793334
49	0.3740748379465674
50	0.5963067527459511
51	0.4701225079736453
52	0.6253275796063379
53	0.5537126140511962
54	0.32229524277601845
55	0.37178829352463766
56	0.37917185401203757
57	0.5188660440869274
58	0.4779566449123158
59	0.24249771925835034
60	0.46143297309280873
61	0.47411661646141084
62	0.3357574438562501
63	0.5641155536109643
64	0.24055937332134336
65	0.2946826765431782
66	0.231509188656281
67	0.5548543939363869
68	0.23617424638214227
69	0.4138264875256022
70	0.5018114731202351
71	0.33534043245768924
72	0.4874966161544269
73	0.24605277722785093
74	0.5921614817683231
75	0.2572058939836907
76	0.28547356399360313
77	0.3123883302095114
78	0.2126694025538303
79	0.3972510436963388
80	0.23986005750960818
81	0.42654746391267284
82	0.28427831881437793
83	0.4502722315756674
84	0.20850475543236607
85	0.18313828367207266
86	0.46058205721934103
87	0.4555213075388247
88	0.46081259544230374
89	0.6487074553207542
90	0.21453645156897416
91	0.19345050024378127
92	0.23420881240050984
93	0.4902263608864793
94	0.38536177994520954
95	0.497460020604981
96	0.280305778609444
97	0.20796372944924785
98	0.42271433374368295
99	0.36966965060365536
